transID,corridorID,corridorName,direction,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStopsName,tapOutTime,stopEndSeq,hour_of_day,day_of_week,is_peak_hour,trip_duration_minutes
ENXD420E9G92TO,JAK.07,Tanah Abang - Grogol via Tawakal,0.0,Wisma Asia II,-6.189386,106.79791,19,2023-04-03 06:21:20,Simpang Kota Bambu Utara I,2023-04-03 07:09:28,24.0,6,Monday,True,48.13333333333333
AQHO766Z1B38WS,JAK.22,,1.0,Mabes Au Dinas Psikologi,-6.251267,106.88826,9,2023-04-03 06:03:19,Simpang Mandala Maphalindo,2023-04-03 06:45:59,10.0,6,Monday,True,42.666666666666664
EJEA941B6N13PQ,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,1.0,Jln. Elpa Putih II,-6.110053,106.88721,42,2023-04-03 06:19:00,Term. Tj. Priok 1,2023-04-03 06:53:35,44.0,6,Monday,True,34.583333333333336
KZGL815X5W31IV,5D,PGC 1 - Ancol,0.0,Cawang Otista,-6.243607,106.86876,4,2023-04-03 05:16:55,Gelanggang Remaja,2023-04-03 05:41:19,5.0,5,Monday,True,24.4
PQFD683F4V24VJ,JAK.21,Cililitan - Dwikora,1.0,Midi Utama Cililitan 1,-6.264014,106.86929,28,2023-04-03 06:23:01,Jln. Kelapa Gading III Cililitan Besar,2023-04-03 07:20:25,29.0,6,Monday,True,57.4
UDDP570L6N53QS,5C,PGC - Juanda,0.0,Matraman 1,-6.19998,106.85443,11,2023-04-03 05:22:34,Kwitang,2023-04-03 05:54:42,16.0,5,Monday,True,32.13333333333333
EUPW593V1E27UK,JAK.26,Rawamangun - Duren Sawit,1.0,Gg. Padi Pelita Cipinang,-6.211832,106.8877,19,2023-04-03 05:10:16,Sbr. GOR Pondok Bambu,2023-04-03 06:04:39,41.0,5,Monday,True,54.38333333333333
NQKI710A7B46OS,L13E,Puri Beta - Kuningan (Express),0.0,Kuningan Madya,-6.21341,106.8305,10,2023-04-03 06:08:43,Latuharhary,2023-04-03 07:03:17,12.0,6,Monday,True,54.56666666666667
KZNR646Q6B40PH,12P,St. LRT Pegangsaan Dua - JIS,1.0,Villa Bukit Gading,-6.157028,106.89966,11,2023-04-03 06:28:09,Puskesmas Kelapa Gading,2023-04-03 06:49:12,13.0,6,Monday,True,21.05
VQIJ499K5A71UK,JAK.64,Lenteng Agung - Aseli,1.0,Sbr. SDN Jagakarsa 05,-6.337,106.81848,21,2023-04-03 05:18:28,SMKN 63,2023-04-03 06:17:08,35.0,5,Monday,True,58.666666666666664
XAYZ349R8U03QO,9N,Pinang Ranti - Pramuka,0.0,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-03 06:27:52,BKN,2023-04-03 07:18:37,2.0,6,Monday,True,50.75
ESJQ990H8Q22LV,1T,Cibubur - Balai Kota,1.0,Balai Kota 1,-6.180598,106.82847,0,2023-04-03 05:28:11,Flyover Karet 2,2023-04-03 06:09:57,11.0,5,Monday,True,41.766666666666666
RIGQ092B1C22JU,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,1.0,Sbr. SDN Cipedak 05,-6.354871,106.80112,46,2023-04-03 05:37:23,Tanah Baru Cipedak,2023-04-03 06:15:31,50.0,5,Monday,True,38.13333333333333
DLUY732C1F10IM,1F,Stasiun Palmerah - Bundaran Senayan,0.0,Senayan JCC Arah Timur,-6.214145,106.809,4,2023-04-03 05:41:56,Bundaran Senayan,2023-04-03 06:26:12,6.0,5,Monday,True,44.266666666666666
AVII375J2K62NB,B21,Bekasi Timur - Cawang,1.0,Superindo Bulak Kapal 2,-6.249488,107.02384,9,2023-04-03 05:34:50,Taman Margahayu 2,2023-04-03 05:58:34,10.0,5,Monday,True,23.733333333333334
VIIH700Y7Q03PL,12C,Rusun Waduk Pluit - Penjaringan,0.0,SPBU Gedong Panjang,-6.130757,106.80557,6,2023-04-03 06:49:19,Kel. Penjaringan,2023-04-03 07:20:02,10.0,6,Monday,True,30.716666666666665
ZULU908O5C48ME,14,Jakarta International Stadium - Senen,1.0,Jembatan Item,-6.130078,106.85492,13,2023-04-03 06:15:59,JIS,2023-04-03 06:51:15,14.0,6,Monday,True,35.266666666666666
NVJR689V9Y19TT,2F,Rusun Cakung Barat - Pulo Gadung,1.0,Rusun Cakung Barat Albo,-6.16751,106.93243,0,2023-04-03 05:52:16,Pulo Jaya,2023-04-03 06:51:25,13.0,5,Monday,True,59.15
BYPO952B8M23LM,13C,Puri Beta - Dukuh Atas,0.0,Mayestik,-6.241921,106.79077,8,2023-04-03 05:59:53,Rawa Barat,2023-04-03 06:25:55,11.0,5,Monday,True,26.033333333333335
UMNC719B6F52LL,1,Blok M - Kota,0.0,Bendungan Hilir,-6.217137,106.81528,6,2023-04-03 05:05:42,Monas,2023-04-03 06:05:17,13.0,5,Monday,True,59.583333333333336
IHDN076U2V99UG,JAK.01,Tanjung Priok - Plumpang,1.0,Jln. Flamboyan Berdikari,-6.120868,106.89439,0,2023-04-03 05:41:21,Jln. Swasembada Barat V,2023-04-03 06:02:15,14.0,5,Monday,True,20.9
MNQL870O6S91AP,JAK.120,JIS - Terminal Muara Angke,0.0,Sbr. Waduk Pluit,-6.113824,106.79461,34,2023-04-03 06:43:23,SD Diakonia 2,2023-04-03 07:18:43,36.0,6,Monday,True,35.333333333333336
NZAY182R6T96VN,4B,Stasiun Manggarai - UI,0.0,Warga,-6.273295,106.84656,28,2023-04-03 05:23:18,SMAN 109,2023-04-03 06:17:21,44.0,5,Monday,True,54.05
JRBW741X3T33KW,7C,Cibubur - BKN,0.0,Cibubur Junction,-6.368735,106.89366,0,2023-04-03 05:40:34,BKN,2023-04-03 06:11:00,1.0,5,Monday,True,30.433333333333334
PNHJ396O9J75XG,8C,Kebayoran Lama - Tanah Abang,1.0,Jln. Taman Kb. Sirih,-6.182295,106.81661,5,2023-04-03 05:12:16,SMAN 24,2023-04-03 05:35:12,21.0,5,Monday,True,22.933333333333334
NHJE093C3H53DR,JAK.85,Bintara - Cipinang Indah,1.0,Sbr. Minimarket Pondok Kelapa,-6.228599,106.93531,32,2023-04-03 06:20:22,Minimarket Pondok Kopi,2023-04-03 06:47:58,39.0,6,Monday,True,27.6
OVAQ760H7C61IE,5,Matraman Baru - Ancol,0.0,Slamet Riyadi,-6.208533,106.85929,1,2023-04-03 05:00:14,Budi Utomo,2023-04-03 05:33:29,9.0,5,Monday,True,33.25
TFBA876H9L48DY,11N,Rusun Cipinang Muara - Jatinegara,0.0,Jln. Bekasi Timur VI,-6.214956,106.87866,9,2023-04-03 05:06:44,Ps. Enjo 1,2023-04-03 05:39:08,10.0,5,Monday,True,32.4
CXLY791F0A96CY,JAK.10,Tanah Abang - Kota,1.0,Rusun Karang Anyar,-6.153256,106.82748,20,2023-04-03 06:33:06,AURI Jatibaru,2023-04-03 07:24:33,40.0,6,Monday,True,51.45
FZGD727V6X43JZ,6V,Ragunan - Gelora Bung Karno,0.0,Duren Tiga,-6.252377,106.82697,8,2023-04-03 05:14:27,Masjid Agung,2023-04-03 05:49:04,13.0,5,Monday,True,34.61666666666667
DKJG081O7Q37WJ,12,Tanjung Priok - Pluit,1.0,Gunung Sahari Mangga Dua,-6.136817,106.83237,8,2023-04-03 06:27:08,Permai Koja Arah Utara,2023-04-03 07:15:51,18.0,6,Monday,True,48.71666666666667
ZJTC474A5Y97DB,JAK.36,Cilangkap - Cililitan,1.0,Pintu 3 TMII,-6.305153,106.88853,12,2023-04-03 05:32:36,Simpang Mabes Hankam Raya Ceger,2023-04-03 05:55:04,13.0,5,Monday,True,22.466666666666665
VOOO363I4Q70OI,2E,Rusun Rawa Bebek - Kodamar,1.0,Kelapa Gading Utama,-6.176481,106.89487,4,2023-04-03 06:19:33,Walikota Jakarta Timur 1,2023-04-03 06:58:14,23.0,6,Monday,True,38.68333333333333
ESRV660T4A87LG,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,1.0,Sbr. SPBU Tugu Selatan,-6.13436,106.91575,21,2023-04-03 06:43:13,Simpang Waru Kramat Jaya,2023-04-03 07:07:51,29.0,6,Monday,True,24.633333333333333
EPTW774I8X04SL,JAK.14,Tanah Abang - Meruya,1.0,Sbr. Perum Qoriyah Toyibah,-6.19777,106.75877,15,2023-04-03 05:02:59,Jln. Sitrun,2023-04-03 05:44:40,19.0,5,Monday,True,41.68333333333333
DRWG144J1O73RK,JAK.20,Cawang UKI - Lubang Buaya,0.0,Pertigaan Jengki Raya,-6.255038,106.87911,4,2023-04-03 06:32:03,SMA Angkasa 2,2023-04-03 07:13:15,28.0,6,Monday,True,41.2
BKKY164U1O32AK,2A,Pulo Gadung - Rawa Buaya via Balai Kota,1.0,Pulo Mas,-6.174736,106.89277,22,2023-04-03 06:11:34,Pulo Gadung 1,2023-04-03 06:33:09,24.0,6,Monday,True,21.583333333333332
FUMU752I1C08HI,JAK.07,Tanah Abang - Grogol via Tawakal,1.0,Museum Textile,-6.188656,106.80954,29,2023-04-03 06:35:50,Jak Lingko Tanah Abang,2023-04-03 07:24:48,31.0,6,Monday,True,48.96666666666667
GTMQ047C5K28AQ,JAK.41,Kampung Melayu - Pulo Gadung,0.0,Sbr. Gereja Kristen Jawa,-6.2014,106.88588,28,2023-04-03 06:28:08,St. LRT Velodrome 3,2023-04-03 07:00:07,37.0,6,Monday,True,31.983333333333334
FDNY628B9V97MV,M10,PGC 2 - Tanjung Priok,1.0,Cipinang Kebon Nanas,-6.231659,106.87637,16,2023-04-03 05:13:57,PGC 2,2023-04-03 05:58:35,21.0,5,Monday,True,44.63333333333333
SRLS290P0Y95NP,7Q,Blok M - PGC,1.0,Wolter Monginsidi,-6.238799,106.81376,26,2023-04-03 06:12:58,Jln. Palatehan,2023-04-03 06:42:20,31.0,6,Monday,True,29.366666666666667
HXUH313N2A98AI,JAK.86,Term. Rawamangun - Term. Manggarai,1.0,Kel. Rawamangun,-6.199099,106.8808,19,2023-04-03 05:06:27,Puskesmas Rawamangun,2023-04-03 05:46:02,24.0,5,Monday,True,39.583333333333336
ZSFB694B8Z63VI,M3,Kalideres - Bundaran HI via Veteran,1.0,Sumur Bor,-6.153046,106.71929,2,2023-04-03 06:15:16,Grogol 1,2023-04-03 06:47:07,10.0,6,Monday,True,31.85
TSLR223W4W45OA,8A,Jelambar - Juanda,0.0,Petojo,-6.169984,106.81698,5,2023-04-03 06:54:07,Juanda,2023-04-03 07:24:01,7.0,6,Monday,True,29.9
IMBZ752A4M49RR,1E,Pondok Labu - Blok M,0.0,Sbr. ITC Fatmawati,-6.26343,106.7969,16,2023-04-03 06:29:39,Plaza Blok M,2023-04-03 07:16:35,20.0,6,Monday,True,46.93333333333333
MGKL991J8F92EL,3A,Rusun Pesakih - Kalideres,1.0,Kalideres 1,-6.154249,106.70544,0,2023-04-03 06:43:00,Pertamina Kalideres Daan Mogot,2023-04-03 07:20:34,2.0,6,Monday,True,37.56666666666667
IWEH403G6J82OS,M7B,BKN - Blok M,1.0,Lapangan Blok S,-6.237011,106.81421,6,2023-04-03 05:20:08,Dammara,2023-04-03 06:08:02,18.0,5,Monday,True,47.9
RNAS183Z1Z12QM,5D,PGC 1 - Ancol,1.0,BNN LRT,-6.245863,106.871143,19,2023-04-03 06:12:55,PGC 2,2023-04-03 06:51:17,22.0,6,Monday,True,38.36666666666667
VPSY493S9U39DR,JAK.07,Tanah Abang - Grogol via Tawakal,0.0,Jln. Kota Bambu Raya,-6.186802,106.80783,23,2023-04-03 05:54:09,Kel. Jati Pulo,2023-04-03 06:44:30,35.0,5,Monday,True,50.35
OASG298R9R39YK,1M,Meruya - Blok M,0.0,Jln. Cipulir 1,-6.237267,106.7754,32,2023-04-03 06:35:14,CSW 2,2023-04-03 07:34:08,40.0,6,Monday,True,58.9
YMGM222A1P05IS,2E,Rusun Rawa Bebek - Kodamar,0.0,Pengadilan Negeri Jaktim 2,-6.212604,106.94082,3,2023-04-03 05:47:44,Simpang Tiga 1,2023-04-03 06:10:01,6.0,5,Monday,True,22.283333333333335
NPIQ538R0G28HS,9F,Rusun Tambora - Pluit,0.0,Jembatan Dua,-6.143279,106.79352,5,2023-04-03 05:49:11,Pluit,2023-04-03 06:36:27,8.0,5,Monday,True,47.266666666666666
KMGZ282X0W07TF,11Q,Kampung Melayu - Pulo Gebang via BKT,1.0,Ps. Inpres Cipinang Besar,-6.22645,106.88078,5,2023-04-03 05:35:45,Taman Buaran Indah,2023-04-03 06:15:43,22.0,5,Monday,True,39.96666666666667
KAGY982E0G63WU,M4,Pulo Gadung 2 - Dukuh Atas 2,1.0,Velodrome,-6.193468,106.8883,5,2023-04-03 06:32:33,Dukuh Atas 2,2023-04-03 07:20:23,15.0,6,Monday,True,47.833333333333336
BUDJ602J8I77KB,9H,Blok M - Universitas Indonesia,1.0,SPBU Jln. Guru,-6.318164,106.83745,35,2023-04-03 05:59:55,SMAN 38,2023-04-03 06:26:50,41.0,5,Monday,True,26.916666666666668
KLGQ685S6S27LR,10D,Kampung Rambutan - Tanjung Priok,0.0,Cempaka Putih,-6.174207,106.87642,8,2023-04-03 05:36:19,Pasar Induk Kramat Jati,2023-04-03 06:01:06,13.0,5,Monday,True,24.783333333333335
FTGZ177C9F39DV,13D,Puri Beta - Ragunan,1.0,Duren Tiga,-6.252377,106.82697,8,2023-04-03 06:54:42,Kebayoran Lama,2023-04-03 07:28:16,16.0,6,Monday,True,33.56666666666667
WWNZ239E2U71YZ,5N,Kampung Melayu - Ragunan,1.0,Kav Polri Blok E Jagakarsa,-6.314309,106.81633,11,2023-04-03 06:04:11,Sbr. Jln. Kemang Timur XVII,2023-04-03 06:42:52,32.0,6,Monday,True,38.68333333333333
FIFR189E4T94CM,JAK.49,Lebak Bulus - Cipulir,0.0,Jln. Metro Duta 1,-6.283107,106.78028,47,2023-04-03 05:49:45,Jln. Lebak Bulus Raya,2023-04-03 06:36:45,51.0,5,Monday,True,47.0
OQPW261C9P13AZ,JIS3,Harmoni - Jakarta International Stadium,1.0,Pecenongan,-6.16771,106.82819,6,2023-04-03 05:53:21,Sunter Icon,2023-04-03 06:44:46,12.0,5,Monday,True,51.416666666666664
MMPM755Y9P33YQ,9D,Pasar Minggu - Tanah Abang,0.0,Balai Kartini,-6.234791,106.82457,22,2023-04-03 05:48:15,Nifarro Park,2023-04-03 06:15:56,36.0,5,Monday,True,27.683333333333334
VIEN644M4Y22JQ,1P,Senen - Blok M,1.0,Kementerian Pariwisata,-6.1795,106.82255,19,2023-04-03 05:07:43,Monas 2,2023-04-03 06:01:36,21.0,5,Monday,True,53.88333333333333
MCRU709P0B56NX,6T,Pasar Minggu - Velbak,0.0,Simpang Tunda Bara TB Simatupang,-6.292612,106.7987,17,2023-04-03 05:29:52,Simpang Darmawangsa X,2023-04-03 06:09:52,32.0,5,Monday,True,40.0
ZWFT415T9A11PB,JAK.26,Rawamangun - Duren Sawit,0.0,Gg. Subuh,-6.211257,106.89058,32,2023-04-03 06:49:22,Simpang Cipinang Kebembem 1,2023-04-03 07:40:31,40.0,6,Monday,True,51.15
QKHF317K0M20FY,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,0.0,Rusun Pondok Bambu,-6.241583,106.91085,0,2023-04-03 06:07:52,Masjid Jami Al Barkah 1,2023-04-03 06:40:59,5.0,6,Monday,True,33.11666666666667
HJVJ441W7K25YC,5F,Kampung Melayu - Tanah Abang,0.0,Viva Futsal,-6.218724,106.81944,17,2023-04-03 06:47:10,Kesatrian Kowal Cut Nyak Dhien,2023-04-03 07:46:13,24.0,6,Monday,True,59.05
DCSF768M9T15VI,JAK.73,Jambore Cibubur - Pasar Rebo,1.0,Gelanggang Remaja Ciracas,-6.33946,106.88226,20,2023-04-03 05:27:06,Jln. Dahlia KDW,2023-04-03 06:06:56,53.0,5,Monday,True,39.833333333333336
QWZD161N6O38NX,12,Tanjung Priok - Pluit,0.0,Mangga Dua,-6.136148,106.82597,13,2023-04-03 06:27:11,Kali Besar Barat,2023-04-03 07:23:37,15.0,6,Monday,True,56.43333333333333
FCGU527E9L73OT,JAK.32,Lebak Bulus - Petukangan,1.0,Sbr. TK Tunas Harapan,-6.232157,106.75153,12,2023-04-03 05:07:15,Simpang Sabar Raya Petukangan 2,2023-04-03 06:02:31,19.0,5,Monday,True,55.266666666666666
EXXT338K3R42NW,JAK.50,Kalideres - Puri Kembangan,0.0,St. Rawa Buaya,-6.163471,106.72374,31,2023-04-03 06:25:19,Pool Blue Bird Puri 2,2023-04-03 06:57:28,34.0,6,Monday,True,32.15
DMOC676Z0X94JW,7D,Pancoran - Kampung Rambutan,0.0,BNN Arah Barat,-6.24651,106.87318,8,2023-04-03 05:05:51,Pancoran Tugu Arah Barat,2023-04-03 05:55:21,13.0,5,Monday,True,49.5
SIPU776W8H61ST,2P,Gondangdia - Senen,1.0,Cut Meutia,-6.187542,106.83294,25,2023-04-03 06:19:00,Selatan St. Gondangdia,2023-04-03 06:56:00,26.0,6,Monday,True,37.0
MKEZ057X9X58IV,JAK.29,Tanjung Priok - Sukapura,1.0,RSUD Koja,-6.108205,106.89982,7,2023-04-03 06:52:40,Taman Barito Sembar,2023-04-03 07:25:02,32.0,6,Monday,True,32.36666666666667
CGLW420M1F93GK,3C,Rusun Kapuk Muara - Penjaringan,0.0,Rusun Kapuk Muara,-6.135667,106.76299,0,2023-04-03 05:11:54,Penjaringan,2023-04-03 05:38:37,1.0,5,Monday,True,26.716666666666665
WFVC738E7S60SH,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,Telkom Tebet,-6.224064,106.8516,21,2023-04-03 05:24:09,Masjid Jami Al Mamur Bukit Duri,2023-04-03 05:54:13,23.0,5,Monday,True,30.066666666666666
GDBJ736T1W03FP,6V,Ragunan - Gelora Bung Karno,1.0,SMK 57,-6.290967,106.82365,14,2023-04-03 06:29:45,Departemen Pertanian,2023-04-03 07:06:57,15.0,6,Monday,True,37.2
YZIR959B9M08IW,JAK.06,Kampung Rambutan - Pondok Gede,0.0,Masjid Al Barokah 1,-6.301819,106.91382,25,2023-04-03 05:33:44,Sbr. Jln. Mini II,2023-04-03 06:15:07,37.0,5,Monday,True,41.38333333333333
GKYF771L7C08EG,JAK.45,Lebak Bulus - Ragunan,1.0,PLN Corporate University 2,-6.300935,106.82136,3,2023-04-03 06:25:37,Sbr. SMAN 66,2023-04-03 07:25:05,24.0,6,Monday,True,59.46666666666667
IPWW448F5S36ZT,8K,,1.0,Ps. Kopro 2,-6.177343,106.78369,10,2023-04-03 06:25:55,Simpang Kemanggisan Ilir Raya,2023-04-03 07:21:18,15.0,6,Monday,True,55.38333333333333
BLXH744N3M26SP,JAK.42,Kampung Melayu - Pondok Kelapa,1.0,Komplek Abadi 2,-6.229722,106.90813,14,2023-04-03 06:18:07,Jln. Melati Bhakti,2023-04-03 06:46:47,16.0,6,Monday,True,28.666666666666668
MOGN672F9T55KC,7C,Cibubur - BKN,1.0,BKN,-6.257751,106.87,0,2023-04-03 06:22:52,Cibubur Junction,2023-04-03 07:14:36,2.0,6,Monday,True,51.733333333333334
LLXC166B0Z26RJ,JAK.46,Pasar Minggu - Jagakarsa,0.0,Masjid Darussalam Cipedak,-6.346656,106.81014,5,2023-04-03 06:33:49,Simpang Warung Sila Rindang,2023-04-03 07:17:09,6.0,6,Monday,True,43.333333333333336
RGMW432Q3X94EA,S21,Ciputat - CSW,0.0,Yado I,-6.253745,106.79098,24,2023-04-03 06:04:00,Antena II,2023-04-03 06:57:30,26.0,6,Monday,True,53.5
GQHG345P9W47JC,4,Pulo Gadung 2 - Tosari,0.0,Pulo Gadung 2,-6.183098,106.90872,0,2023-04-03 05:56:24,Pramuka LIA,2023-04-03 06:35:01,6.0,5,Monday,True,38.61666666666667
QMZT543A2I81UK,M12,Sunter Boulevard Barat - Penjaringan,0.0,Mangga Dua,-6.136148,106.82597,8,2023-04-03 05:17:26,Bandengan Selatan,2023-04-03 06:08:36,11.0,5,Monday,True,51.166666666666664
ROGF733S4J88ME,1N,Tanah Abang - Blok M,0.0,Sari Pan Pacific,-6.185037,106.82325,8,2023-04-03 05:14:22,Flyover Karet 2,2023-04-03 05:58:50,17.0,5,Monday,True,44.46666666666667
TNYA703K8B81VC,D32,Cinere - Bundaran Senayan,0.0,Gelora Bung Karno 1,-6.224642,106.8056,12,2023-04-03 05:02:17,Bundaran Senayan 1,2023-04-03 05:26:52,14.0,5,Monday,True,24.583333333333332
DBGR006W5T22KJ,M7,Kampung Rambutan - Monas,0.0,Bank Indonesia Arah Utara,-6.182776,106.8228,26,2023-04-03 06:01:47,Monas,2023-04-03 06:24:23,27.0,6,Monday,True,22.6
NRFL719G5S35TX,JAK.27,,0.0,Masjid Al Barkah 2,-6.184779,106.94595,17,2023-04-03 05:39:11,Gempol Baru 2,2023-04-03 06:12:30,21.0,5,Monday,True,33.31666666666667
RXHF248A6A23LD,JAK.18,Kalibata - Kuningan,0.0,Sbr. SMA Islam As Syafiiyah 01,-6.220785,106.85332,34,2023-04-03 06:12:48,Puri Imperium,2023-04-03 07:08:32,59.0,6,Monday,True,55.733333333333334
EEYC506C6E43HD,13,Ciledug - Tendean,0.0,Kebayoran Lama,-6.23834,106.77752,7,2023-04-03 05:44:05,Tirtayasa,2023-04-03 06:36:35,11.0,5,Monday,True,52.5
GFGT903H7Y70XU,JAK.51,Taman Kota - Budi Luhur,0.0,Sbr. TK Al Husna Petukangan Utara,-6.231887,106.74517,3,2023-04-03 06:06:35,Simpang Kembangan Raya 2,2023-04-03 06:56:04,42.0,6,Monday,True,49.483333333333334
AWVN262I2O28QV,2F,Rusun Cakung Barat - Pulo Gadung,0.0,Cakung United Tractors,-6.18324,106.92998,3,2023-04-03 06:13:26,Rusun Tipar Cakung,2023-04-03 06:42:26,5.0,6,Monday,True,29.0
HVGS687T2A21US,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,UPT. LLHD 2,-6.225501,106.83489,17,2023-04-03 06:27:04,Telkom Tebet,2023-04-03 07:13:02,21.0,6,Monday,True,45.96666666666667
WFHK459L6B02NM,6U,Blok M - Pasar Minggu,0.0,Simpang Rawa Barat,-6.238408,106.81489,7,2023-04-03 05:46:27,Jati Padang 2,2023-04-03 06:36:27,21.0,5,Monday,True,50.0
POBP212X0J15IC,9D,Pasar Minggu - Tanah Abang,1.0,Explorer Tanah Abang,-6.184305,106.81158,44,2023-04-03 05:56:53,JPO Blok G,2023-04-03 06:30:02,47.0,5,Monday,True,33.15
TVHS564M5J08TK,11D,Pulo Gebang - Pulo Gadung 2 via PIK,1.0,Pospol PIK Penggilingan,-6.203442,106.93258,24,2023-04-03 05:29:24,Walikota Jakarta Timur,2023-04-03 05:52:11,30.0,5,Monday,True,22.783333333333335
KSNZ654M4P15HI,JAK.51,Taman Kota - Budi Luhur,0.0,Jln. B Basmol Raya,-6.161701,106.75176,47,2023-04-03 05:05:14,Perum Taman Kota 2,2023-04-03 06:01:31,49.0,5,Monday,True,56.28333333333333
SJJL364K2V61XY,1E,Pondok Labu - Blok M,0.0,SMKN 28,-6.284944,106.79578,10,2023-04-03 06:48:25,Jln. Sungai Sambas VI,2023-04-03 07:38:17,19.0,6,Monday,True,49.86666666666667
CRMV378D4B36HU,10,Tanjung Priok - PGC 2,1.0,Stasiun Jatinegara Arah Utara,-6.21542,106.8742,7,2023-04-03 05:06:34,Permai Koja Arah Utara,2023-04-03 05:59:46,19.0,5,Monday,True,53.2
OHXC601I4F59SY,M1H,Tanah Abang - St. Gondangdia,1.0,Sbr. MNC Center,-6.182744,106.83084,10,2023-04-03 05:02:44,St. Gondangdia 2,2023-04-03 06:01:54,11.0,5,Monday,True,59.166666666666664
QTBL677E5W49WE,JAK.54,Grogol - Benhil,0.0,Koramil Jln. Brigjen Katamso,-6.189138,106.80508,13,2023-04-03 06:50:15,STIE IBEK,2023-04-03 07:45:02,29.0,6,Monday,True,54.78333333333333
KQPO843J0B80NG,2B,Harapan Indah - ASMI,1.0,Cakung United Tractors,-6.18324,106.92998,8,2023-04-03 05:40:31,Pasar Modern Harapan Indah,2023-04-03 06:37:02,28.0,5,Monday,True,56.516666666666666
SKVT945J6Y75FY,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,0.0,YPI Asyaadah,-6.191129,106.94382,52,2023-04-03 06:56:55,Gg. Barokah Lingkar Timur,2023-04-03 07:38:30,56.0,6,Monday,True,41.583333333333336
UILF627K6N98PO,JAK.03,Lebak Bulus - Andara,1.0,Jln. Andara Raya,-6.327861,106.80061,0,2023-04-03 06:18:23,SMPN 85,2023-04-03 07:08:13,5.0,6,Monday,True,49.833333333333336
TJGP315V9J81LK,JAK.36,Cilangkap - Cililitan,0.0,Jln. Damai PBSI Cilangkap,-6.332964,106.89167,12,2023-04-03 05:44:22,RS Restu Kasih,2023-04-03 06:11:23,43.0,5,Monday,True,27.016666666666666
BBSH420G4S68PT,M11,Pulo Gebang - Pulo Gadung 2,1.0,Pasar Pulo Gadung,-6.187434,106.90591,0,2023-04-03 06:34:07,Flyover Radin Inten,2023-04-03 07:30:22,4.0,6,Monday,True,56.25
RUQE477F7N96ZC,1Q,Rempoa - Blok M,1.0,Masjid Pondok Indah 2,-6.261469,106.78201,15,2023-04-03 05:55:55,RS Dr Suyoto,2023-04-03 06:39:59,24.0,5,Monday,True,44.06666666666667
XGNH505G1W99FE,JAK.50,Kalideres - Puri Kembangan,0.0,Jln. Puri Lingkar Dalam,-6.184763,106.73503,56,2023-04-03 05:21:47,Puri Kembangan,2023-04-03 06:21:05,57.0,5,Monday,True,59.3
AYMT524D3D78QA,10K,Tanjung Priok - Senen via Taman BMW,0.0,Ps. Kemayoran,-6.161032,106.8549,22,2023-04-03 06:01:58,RSPAD 3,2023-04-03 06:37:59,36.0,6,Monday,True,36.016666666666666
WSXP289M9W76IQ,6N,Ragunan - Blok M via Kemang,0.0,Ragunan,-6.305769,106.81949,0,2023-04-03 06:08:51,STPDN,2023-04-03 06:42:30,8.0,6,Monday,True,33.65
CUQC510B9I15AS,JAK.120,JIS - Terminal Muara Angke,1.0,SMKN 56,-6.119094,106.79423,8,2023-04-03 06:44:09,Pangeran Jayakarta 1,2023-04-03 07:31:55,20.0,6,Monday,True,47.766666666666666
URTT063A4E83CL,5C,PGC - Juanda,0.0,Balai Kota,-6.180488,106.82646,17,2023-04-03 06:52:15,Pecenongan,2023-04-03 07:30:58,19.0,6,Monday,True,38.71666666666667
KLJX380M8M22TJ,JAK.44,Andara - Stasiun Universitas Pancasila,1.0,Andara Margasatwa 4,-6.312578,106.80356,35,2023-04-03 05:09:21,Andara Margasatwa 1,2023-04-03 05:33:28,36.0,5,Monday,True,24.116666666666667
ZDUV770Z2Q87OK,6A,Ragunan - MH Thamrin via Kuningan,0.0,Buncit Indah,-6.274333,106.83029,5,2023-04-03 06:48:18,Imigrasi,2023-04-03 07:19:39,7.0,6,Monday,True,31.35
QJRE855W7D09JQ,4F,Pinang Ranti - Pulo Gadung,0.0,SD Jatinegara Kaum,-6.19781,106.90496,46,2023-04-03 06:27:31,Pintu Kawasan 2,2023-04-03 06:49:29,49.0,6,Monday,True,21.966666666666665
TBLV662E6J10QL,1P,Senen - Blok M,1.0,Taman Mataram,-6.232899,106.80053,2,2023-04-03 05:04:34,MH Thamrin 2,2023-04-03 05:37:37,16.0,5,Monday,True,33.05
KSTU465X0F20TZ,JAK.25,Kp. Rambutan - Kalisari,0.0,Sbr. Gg. Rezeki Cijantung,-6.32655,106.85576,23,2023-04-03 06:18:38,Gg. Bidan Baru,2023-04-03 06:49:15,29.0,6,Monday,True,30.616666666666667
